"id","DC_BD_Assets_Type","DC_BD_Assets_Name","SQL_BD_Account_ID","SQL_Heading_Sequence","SQL_Sequence","SQL_Account_Name_Code","SQL_Account_Name","SQL_Account_Category_Order_Code","SQL_Account_Category_Order","SUB_Account_Category_Order_Code","SUB_Account_Category_Order","SQL_Account_Group_Name_Code","SQL_Account_Group_Name","Accountnumber_ID","January","February","March","April","May","June","July","August","September","October","November","December","Total","Por_Per_Rev","Account_Year","SQL_Property","updated_at"
"361",,"Total Non-Operating Income & Expenses","calc_BD_total_non-operating_income_and_expenses_tstps_2_6","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_BD_total_non-operating_income_and_expenses_tstps_2_6","46389.00","46389.00","46389.00","46389.00","46389.00","46389.00","46389.00","46389.00","46389.00","47967.00","47967.00","47967.00","561402.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"362",,"NOI Margin","calc_BD_noi_margin_tstps_2_6","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_BD_noi_margin_tstps_2_6","23.28","25.61","28.32","35.62","38.19","44.02","45.40","43.04","42.56","38.40","33.72","29.30","36.93",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"363",,"Available Rooms","BD_available_rooms_surml_2_7","1","1.1","OD.1","Operational Data","OD.1.1","Available Rooms","0","0",,,"BD_available_rooms_surml_2_7","620.00","580.00","620.00","600.00","620.00","600.00","620.00","620.00","600.00","620.00","600.00","620.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"364",,"Occupancy - Total","BD_occupancy_total_surml_2_7","1","1.3","OD.1","Operational Data","OD.1.3","Occupancy %",,,,,"BD_occupancy_total_surml_2_7","77.00","83.00","84.00","88.00","93.00","88.00","90.00","92.00","76.00","85.00","78.00","78.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"365",,"Rooms Sold","BD_rooms_sold_surml_2_7","1","1.2","OD.1","Operational Data","OD.1.2","Rooms Sold",,,,,"BD_rooms_sold_surml_2_7","480.00","480.00","520.00","530.00","575.00","525.00","560.00","569.10","455.00","530.00","470.35","483.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"366",,"ADR - Total","BD_adr_total_surml_2_7","1","1.4","OD.1","Operational Data","OD.1.4","Average Rate",,,,,"BD_adr_total_surml_2_7","603.13","657.29","702.88","703.40","670.43","724.76","870.54","914.16","803.30","689.62","661.94","639.13",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"367",,"REVPAR","BD_revpar_surml_2_7","1","1.5","OD.1","Operational Data","OD.1.5","RevPar",,,,,"BD_revpar_surml_2_7","466.94","543.97","589.52","621.33","621.77","634.17","786.29","839.11","609.17","589.52","518.91","497.90",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"368","OPERATING REVENUE","Rooms","BD_rooms_surml_2_7_operating_revenue","2","2.1","IS.1","Revenue","IS.1.1","Room Revenue","IS.1.1.1","Rooms",,,"BD_rooms_surml_2_7_operating_revenue","289500.00","315500.00","365500.00","372800.00","385500.00","380500.00","487500.00","520250.00","365500.00","365500.00","311345.00","308700.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"369","OPERATING REVENUE","Food & Beverage","BD_food_and_beverage_surml_2_7_operating_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue","IS.1.2.1","Food & Beverage",,,"BD_food_and_beverage_surml_2_7_operating_revenue","57600.00","57600.00","54600.00","58300.00","71875.00","78750.00","84000.00","85350.00","56875.00","66250.00","39950.00","43470.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"370","OPERATING REVENUE","Minibar","BD_minibar_surml_2_7_operating_revenue","2","2.4","IS.1","Revenue","IS.1.4","Miscellaneous Revenue","IS.1.4.1","Miscellaneous",,,"BD_minibar_surml_2_7_operating_revenue","1920.00","1920.00","2080.00","2120.00","2300.00","2100.00","2240.00","2276.40","1820.00","2120.00","1881.40","1932.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"371","OPERATING REVENUE","Minor Ops","BD_minor_ops_surml_2_7_operating_revenue","2","2.3","IS.1","Revenue","IS.1.3","Other Revenue","IS.1.3.1","Total Other Operated Departments",,,"BD_minor_ops_surml_2_7_operating_revenue","57765.82","63545.82","63347.89","64525.91","74130.23","69946.40","66281.96","68076.65","67904.03","69545.41","67073.34","68172.33",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"372","OPERATING  EXPENSES","Rooms","BD_rooms_surml_2_7_operating_expenses","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense","IS.2.1.13","Hourly Wages",,,"BD_rooms_surml_2_7_operating_expenses","73477.13","71473.48","76783.96","75757.91","78975.02","75630.81","82515.77","83792.95","72794.68","76127.69","70930.31","73275.32",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"373","OPERATING  EXPENSES","Food & Beverage","BD_food_and_beverage_surml_2_7_operating_expenses","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense","IS.2.2.2","Food Cost",,,"BD_food_and_beverage_surml_2_7_operating_expenses","69524.12","65063.12","67269.50","69831.90","76048.65","74774.44","82458.81","81640.85","69916.08","72857.95","61209.52","62647.02",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"374","OPERATING  EXPENSES","Minibar","BD_minibar_surml_2_7_operating_expenses","3","3.4","IS.2","Department Expenses","IS.2.4","Miscellaneous Expense","IS.2.4.1","Miscellaneous",,,"BD_minibar_surml_2_7_operating_expenses","768.00","768.00","832.00","848.00","920.00","840.00","896.00","910.56","728.00","848.00","752.56","772.80",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"375","OPERATING  EXPENSES","Minor Ops","BD_minor_ops_surml_2_7_operating_expenses","3","3.3","IS.2","Department Expenses","IS.2.3","Other Expense","IS.2.3.1","Other Expense",,,"BD_minor_ops_surml_2_7_operating_expenses","7247.09","7247.09","7618.79","7712.97","8132.26","7666.38","7992.49","8077.28","7014.15","7712.97","7157.18","7275.04",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"376","UNDISTR OPERATING EXP","Administrative and General","BD_administrative_and_general_surml_2_7_undistr_operating_exp","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense","IS.2.4.1","Administrative & General",,,"BD_administrative_and_general_surml_2_7_undistr_operating_exp","62872.21","62664.38","64984.03","64787.04","66512.70","65726.82","70361.05","71456.46","64550.74","65385.21","62036.02","63707.44",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"377","UNDISTR OPERATING EXP","Info and Telecom Systems","BD_info_and_telecom_systems_surml_2_7_undistr_operating_exp","5","5.2","IS.2","Undistributed Expenses","IS.2.5","Information & Telecommunications","IS.2.5.8","TOTAL I&TS CONT.",,,"BD_info_and_telecom_systems_surml_2_7_undistr_operating_exp","3929.45","3929.45","3929.45","3929.45","3929.45","3929.45","3929.45","3929.45","3929.45","3929.45","3929.45","3929.45",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"378","UNDISTR OPERATING EXP","Sales and Marketing","BD_sales_and_marketing_surml_2_7_undistr_operating_exp","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing","IS.2.6.1","Sales & Marketing",,,"BD_sales_and_marketing_surml_2_7_undistr_operating_exp","12325.99","14325.99","14729.99","20675.99","14325.99","14729.99","14325.99","14325.99","14729.99","14675.99","14925.99","14829.99",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"379","UNDISTR OPERATING EXP","Property Operation and Maint","BD_property_operation_and_maint_surml_2_7_undistr_operating_exp","5","5.4","IS.2","Undistributed Expenses","IS.2.7","Maintenance","IS.2.7.5","Hourly Wages",,,"BD_property_operation_and_maint_surml_2_7_undistr_operating_exp","12073.99","15738.99","11961.99","11947.99","18283.99","15905.99","11934.17","11906.17","11928.57","15900.57","15428.57","11928.57",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"380","UNDISTR OPERATING EXP","Utilities","BD_utilities_surml_2_7_undistr_operating_exp","5","5.5","IS.2","Undistributed Expenses","IS.2.14","Utilities","IS.2.14.1","Utilities",,,"BD_utilities_surml_2_7_undistr_operating_exp","7829.90","7829.90","8371.56","8506.97","9116.34","8439.26","8913.21","9036.44","7491.36","8506.97","7699.22","7870.52",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"381","UNDISTR OPERATING EXP","GROSS OPERATING PROFIT","BD_gross_operating_profit_surml_2_7_undistr_operating_exp","6","6.1","IS.3","Gross Operating Profit","IS.3.1","GOP","IS.3.1.1","Gross Operating Profit",,,"BD_gross_operating_profit_surml_2_7_undistr_operating_exp","156737.94","189525.42","229046.61","233747.69","257560.84","263653.25","356695.01","390876.89","239016.00","237470.61","176180.91","176038.16",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"382","UNDISTR OPERATING EXP","Management Fees","BD_management_fees_surml_2_7_undistr_operating_exp","7","7.1","IS.2","Management Fees","IS.2.13","Management Fees","IS.2.13.1","Management Fees",,,"BD_management_fees_surml_2_7_undistr_operating_exp","16271.43","17542.63","19421.12","19909.84","21352.21","21251.86","25600.88","27038.12","19683.96","20136.62","16809.99","16890.97",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"383","NON OPERATING INCOME & EXPENSES","Rent & Leases","BD_rent_and_leases_surml_2_7_non_operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.10","Other",,,"BD_rent_and_leases_surml_2_7_non_operating_income_and_expenses","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"384","NON OPERATING INCOME & EXPENSES","Property & Other Taxes","BD_property_and_other_taxes_surml_2_7_non_operating_income_and_expenses","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"BD_property_and_other_taxes_surml_2_7_non_operating_income_and_expenses","29119.00","29119.00","29119.40","29119.00","29119.00","29118.50","29119.00","29119.00","29119.00","29119.00","29119.00","29119.00",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"385","NON OPERATING INCOME & EXPENSES","Interest","BD_interest_surml_2_7_non_operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.10","Other",,,"BD_interest_surml_2_7_non_operating_income_and_expenses","157582.52","147415.91","157582.52","152499.21","157582.52","152499.21","157582.52","157582.52","152499.21","157582.52","152499.21","157582.52",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"386","NON OPERATING INCOME & EXPENSES","Insurance","BD_insurance_surml_2_7_non_operating_income_and_expenses","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.13","Insurance General",,,"BD_insurance_surml_2_7_non_operating_income_and_expenses","12464.57","12464.57","12464.57","12464.57","12464.57","12464.57","12464.57","12464.57","12464.57","12464.57","12464.57","12464.57",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"387","NON OPERATING INCOME & EXPENSES","Other","BD_other_surml_2_7_non_operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.10","Other",,,"BD_other_surml_2_7_non_operating_income_and_expenses","4166.67","4166.67","4166.67","4166.67","4166.67","4166.67","4166.67","4166.67","4166.67","4166.67","4166.67","4166.67",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"388","NON OPERATING INCOME & EXPENSES","EBITDA","BD_ebitda_surml_2_7_non_operating_income_and_expenses","9","9","IS.3","EBITDA","IS.3.2","EBITDA","IS.3.2.1","EBITDA",,,"BD_ebitda_surml_2_7_non_operating_income_and_expenses","-65366.26","-23683.36","3792.34","13088.40","30375.87","41652.44","125261.38","158006.01","18582.58","11501.23","-41378.53","-46685.58",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"389","Interest, Income Taxes, Depreciation & Amortization","REPLACEMENT RESERVES","BD_replacement_reserves_surml_2_7_interest,_income_taxes,_depreciation_and_amortization","10","10","IS.2","Replacement Reserve","IS.2.12","Replacement Reserve","IS.2.12.1","Replacement Reserve",,,"BD_replacement_reserves_surml_2_7_interest,_income_taxes,_depreciation_and_amortization","14412.00","13348.00","16444.00","18564.00","17296.50","21034.00","25600.88","27038.12","19683.96","20136.62","16809.99","16890.97",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"390","Interest, Income Taxes, Depreciation & Amortization","NET INCOME AFTER RESERVES","BD_net_income_after_reserves_surml_2_7_interest,_income_taxes,_depreciation_and_amortization","11","11.1","IS.3","NOI after Reserve","IS.3.3","NOI after Reserve","IS.3.3.1","NOI after Reserve",,,"BD_net_income_after_reserves_surml_2_7_interest,_income_taxes,_depreciation_and_amortization","-394943.30","-331863.17","-327816.70","-310474.03","-302085.67","-284379.99","-215504.54","-184197.15","-306099.80","-323800.42","-363186.94","-378741.59",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"391",,"Total Operating Income","calc_BD_total_operating_income_surml_2_7","2","2.5","IS.2","Revenue","IS.2.5","Total Operating Income",,,,,"calc_BD_total_operating_income_surml_2_7","406785.82","438565.82","485527.89","497745.91","533805.23","531296.40","640021.96","675953.05","492099.03","503415.41","420249.74","422274.33",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"392",,"Total Department Expense","calc_BD_total_department_expense_surml_2_7","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_BD_total_department_expense_surml_2_7","151016.34","144551.69","152504.25","154150.78","164075.93","158911.63","173863.07","174421.64","150452.91","157546.61","140049.57","143970.18",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"393",,"Department Profit (Loss)","calc_BD_department_profit_loss_surml_2_7","4","4.1","IS.4","Department Profit (Loss)","IS.4.1","Department Profit (Loss)",,,,,"calc_BD_department_profit_loss_surml_2_7","255769.48","294014.13","333023.64","343595.13","369729.30","372384.77","466158.89","501531.41","341646.12","345868.80","280200.17","278304.15",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"394",,"Total Undistributed Expenses","calc_BD_total_undistributed_expenses_surml_2_7","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_BD_total_undistributed_expenses_surml_2_7","99031.54","104488.71","103977.02","109847.44","112168.47","108731.51","109463.87","110654.51","102630.11","108398.19","104019.25","102265.97",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"395",,"GOP Margin","calc_BD_gop_margin_surml_2_7","6","6.2","IS.6","Gross Operating Profit","IS.6.1","GOP Margin",,,,,"calc_BD_gop_margin_surml_2_7","38.53","43.21","47.17","46.96","48.25","49.62","55.73","57.83","48.57","47.17","41.92","41.69",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"396",,"Income before Non-Operating Inc&Exp","calc_BD_income_before_non-operating_incexp_surml_2_7","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_BD_income_before_non-operating_incexp_surml_2_7","140466.51","171982.79","209625.49","213837.85","236208.63","242401.39","331094.13","363838.77","219332.04","217333.99","159370.92","159147.19",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"397",,"Total Non-Operating Income & Expenses","calc_BD_total_non-operating_income_and_expenses_surml_2_7","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_BD_total_non-operating_income_and_expenses_surml_2_7","205832.76","195666.15","205833.16","200749.45","205832.76","200748.95","205832.76","205832.76","200749.45","205832.76","200749.45","205832.76",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"398",,"NOI Margin","calc_BD_noi_margin_surml_2_7","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_BD_noi_margin_surml_2_7","-97.09","-75.67","-67.52","-62.38","-56.59","-53.53","-33.67","-27.25","-62.20","-64.32","-86.42","-89.69",,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
